"guide","dataset","product","table","variable","description","metadata_source","source_type","observed_in_generated_register"
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","bg_id","BLADE Enterprise Group ID","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","d_anzsic06","Derived Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","d_div06","Derived Industry Division 2006","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","d_sisca08","Derived Standard Institutional Sector Classification of Australia (SISCA) 2008","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","frame_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","id","id - deidentified unit_id","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","quarter","Quarter","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","tsid","Time series ID (last 2 digits of end year in a financial year)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_al_st","Alive status","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_anzsic06","Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_anzsic93","Australian and New Zealand Standard Industrial Classification (ANZSIC), 1993","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_gst_bn","De-identified lead GST grouped ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_gstp","Goods and services tax payer role","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_itip","Income Tax instalment payer roles","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_itw","Income Tax Withholiding roles","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_npi","Non Profit Institution flag","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_pcode","Postcode","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_sector","Private/Public indicator","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_sisca06","Standard Institutional Sector Classification of Australia (SISCA) 2006","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_sisca08","Standard Institutional Sector Classification of Australia (SISCA) 2008","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_sisca93","Standard Institutional Sector Classification of Australia (SISCA) 1993","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_st_op","States of operation","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_state","State","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-01-cross-sectional-indicative-data-items","Table 1: Cross-sectional Indicative data items","x_tolo","Type of Legal Organisation (TOLO)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","bg_id","BLADE Enterprise Group ID","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_anzsic06","Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_anzsic93","Australian and New Zealand Standard Industrial Classification (ANZSIC), 1993","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_npi","Non Profit Institution flag","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_pcode","Postcode","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_sector","Private/Public indicator","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_sisca06","Standard Institutional Sector Classification of Australia (SISCA) 2006","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_sisca08","Standard Institutional Sector Classification of Australia (SISCA) 2008","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_sisca93","Standard Institutional Sector Classification of Australia (SISCA) 1993","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_st_op","States of operation","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_state","State","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","cast_tolo","Type of Legal Organisation (TOLO)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","d_anzsic06","Derived Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","d_div06","Derived Industry Division 2006 (cast) - derived from either cast_anzsic06 or d_anzsic06","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","d_sisca08","Derived Standard Institutional Sector Classification of Australia (SISCA) 2008","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","frame_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","id","Identifier - deidentified unit_id","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","impute","Impute code; denotes where units have been 'cast' back or forward in time to maintain longitudinal nature of the dataset","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","latest_anzsic06","Latest Australian and New Zealand Standard Industrial Classification (ANZSIC), 2006","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","latest_div06","Latest derived Industry Division 2006","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","latest_sisca08","Latest Standard Institutional Sector Classification of Australia (SISCA) 2008","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","tsid","Time series ID (last 2 digits of end year in a financial year)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-02-longitudinal-indicative-data-items","Table 2: Longitudinal Indicative data items","x_al_st","Cross-sectional Alive status","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","ag_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","bn","Identifier - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","d_ag_anzsic06_class","Derived Ag ANZSIC 2006 Class Derived from reported survey and frame variables, showing the main activity by value (nb May or may not be an Agriculture Industry ANZSIC)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","d_ag_anzsic06_group","Derived Ag ANZSIC 2006 Group (3 digit) Derived from 4 digit class ANZSIC. Those sensitive 4 digit ANZSICs in certain states will only have a 3 digit ANZSIC available.","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","d_ag_state","Derived state variable (derived from geographical area codes)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","d_aoh","Derived area of holdings (derived from reported and frame variables)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","d_evao","Derived expected value of agricultural operations (derived from reported and frame variables)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","s_ag_id","Identifier - deidentified Ag unit_id ID of farm in a single location. Can relate to multiple activities eg growing wheat AND farming sheep.","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","s_previd","Identifier deidentified previous Ag UNITID (may have changed over years)","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","s_re_id","identifier - deidentified 'related entity' id Shows ag units/ABNs that have a reporting relationship","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","sa1_code_2021","Statistical Area 1 Code","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","sa2_code_2021","Statistical Area 2 Code","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","sa2_name_2021","Full name of SA2","inst/blade_metadata/variables.csv","BLADE metadata",FALSE
"blade","BLADE","blade-table-03-agricultural-indicative-data-items","Table 3: Agricultural Indicative data items","tsid","Time series identifier (last 2 digits of end year in a financial year)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","a_it_w_amt","Amount withheld from payment of invoices where no ABN is quoted","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","bas_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","bn","Identifier bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","capex","Capital purchases*","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","credit_for_gst_paid","Goods and services tax (GST) on purchases","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","d_imprt_amt","Imported goods with GST deferred","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","exports_amt","Export sales*","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","gst_payable","Goods and services tax (GST) on sales or GST instalment","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","month_actioned","Month data is in reference to***","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","oexp","Non-capital purchases*","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","other_gst_free_sales","Other GST-free sales*","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","p_wrk_amt","Amount withheld from salary, wages and other payments","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","payg_tax_withheld","Pay as you go (PAYG) tax withheld","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","quarter","Financial year quarter data is in reference to**","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","t_it_w_amt","Amount withheld from investment distributions where no TFN is quoted","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","tot_expenses","Total Expenditure (capex + oexp, excluding GST)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","tsid","Time series ID (last 2 digits of end year in a financial year)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","turnover","Total sales (excludes GST)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-04-business-activity-statement-bas","Table 4: Business Activity Statement (BAS)","wages","Total salary, wages and other payments","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-05-pay-as-you-go-payg","Table 5: Pay As You Go (PAYG)","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-05-pay-as-you-go-payg","Table 5: Pay As You Go (PAYG)","fte","Full Time Equivalent - Derived","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-05-pay-as-you-go-payg","Table 5: Pay As You Go (PAYG)","hcnt","Headcount","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-05-pay-as-you-go-payg","Table 5: Pay As You Go (PAYG)","payg_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-05-pay-as-you-go-payg","Table 5: Pay As You Go (PAYG)","tsid","Time series ID (last 2 digits of end year in a financial year)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_comp_yyyy","BIT Company - Flag","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_ind_yyyy","BIT Individual - Flag","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_part_yyyy","BIT Partnership - Flag","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_trust_yyyy","BIT Trust - Flag","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bit_version","Integration version (internal ABS reference)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","bn","bn - deidentified ABN","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_adtnl_ai_clwbk_amt","Clawback amounts - additional assessable income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_agrgtd_tnovr_amt","Aggregated Turnover","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_agrgtd_tnovr_rng_cd","Aggregated Turnover Range","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_alt_incm_tst_used_ind","Are you using the alternative income test?","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_anzsic","ANZSIC code","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_attfifif","AFI - FIF income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_attfiunl","AFI - unlisted country","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_attrpoly","AFI - foreign life policy","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_attrtran","AFI - transferor trust","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ausn_fcrs_frm_nzc_amt","Australian franking credits from a New Zealand company","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_baddebts","Bad debts","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_base_rt_bus_cd","Base rate entity","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_bbi_elgbl_ast_opt_out_num","Backing business investment - Number of assets you are opting out for","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_bbi_elgbl_ast_opt_out_val_amt","Backing business investment - Value of assets you are opting out for","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_blncg_adjst_ctch_up_ddctn_amt","Balancing adjustments - catch up deduction","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_bm_sgmt_cd","Small business","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_brdexemp","Attributed foreign income - Listed country","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_busmarin","Business market segment","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_chsnmdyrntutlstxlsbckerlyyramt","Tax loss for middle year (not already utilised) chosen to be carried back to earliest year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_chsnyrtaxlssbckerlyyramt","Tax loss for current year chosen to be carried back to earliest year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_clnt_glbl_ent_typ_cd","Significant global entity","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_clostock","Closing stock","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_cmrcl_debts_forgvn_amt","Commercial debt forgiveness","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_costsale","Cost of sales","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_coy_cntry_dcd","Business Address Country","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_creditrs","Trade creditors","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_cstockcd","Closing stock action code","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_currasst","Current assets","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_currliab","Current liabilities","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_cwrksded","Capital works deductions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctd_tl_amt","Tax losses deducted","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctn_decln_val_wtr_fclty_amt","Landcare operations and deduction for decline in value of water facility","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctn_for_epe_amt","Deduction for environmental protection expenses","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctn_skill_trng_amt","Small business skills and training boost","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctn_tchnlgy_invmt_amt","Small business technology investment boost","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctns_intrm_rls_amt","Interim rules deductions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctns_pre_rls_amt","Pre rules deductions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ddctns_prspctv_rls_amt","Prospective rules deductions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_debtors","Trade debtors","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_deprdedc","Depreciation deducted","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_deprexps","Depreciation expenses","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
