"guide","dataset","product","table","variable","description","metadata_source","source_type","observed_in_generated_register"
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","HINASD","Total household income as stated (weekly)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","HIND","Total household income (weekly)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","HOSD","Housing suitability","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","IARED","Indigenous area (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","IFNMFD","Imputation flag for number of males and females in dwelling","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","ILOCD","Indigenous location (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","INGDWTD","Indigenous household indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","IREGD","Indigenous region (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","LGA22D","Local government areas (2022 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","LGAD","Local government areas (2021 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","LLDD","Landlord type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MAID","Mortgage affordability indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MBUCD","Meshblock (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MRED","Mortgage repayments (monthly) dollar values","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MRERD","Mortgage repayments (monthly) ranges","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MV1D","Household one year mobility indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","MV5D","Household five year mobility indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","NPDD","Type of non-private dwelling","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","NPRD","Number of persons usually resident in dwelling","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","NRMRD","Natural resource management regions (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","PHND","Primary health networks (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","POAD","Postal areas (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","RAD","Remoteness areas (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","RAID","Rent affordability indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","RAND","Remoteness areas (national) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","RNTD","Rent (weekly) dollar values","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","RNTRD","Rent (weekly) ranges","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SA1UCD","Sa1 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SA2UCD","Sa2 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SA3UCD","Sa3 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SA4UCD","Sa4 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SALD","Suburbs and localities (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SED22D","State electoral divisions (2022 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SEDD","State electoral divisions (2021 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SOSD","Section of state (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SOSRD","Section of state range (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","STEUCD","State (en)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","STRD","Dwelling structure","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","SUAD","Significant urban areas (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","TEND","Tenure type","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","TENLLD","Tenure and landlord type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","TRD","Tourism regions (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","UCLD","Urban centres and localities (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","VEHD","Number of motor vehicles","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-dwelling-2021","census_2021_dwelling","VEHRD","Number of motor vehicles (ranges)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CACF","Count of all children in family","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CDCAF","Count of dependent children under 15 in family temporarily absent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CDCF","Count of dependent children in family","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CDCUF","Count of dependent children under 15 in family","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CDSAF","Count of dependent students (15-24 years) in family temporarily absent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CDSF","Count of dependent students (15-24 years) in family","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CNDAF","Count of non-dependent children in family temporarily absent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CNDCF","Count of non-dependent children in family","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CPAF","Count of persons temporarily absent from family","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","CPRF","Count of persons in family","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","DWELLING_ID","Dwelling id variable","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FAMILY_ID","Family id variable","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FBLF","Family blending","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FIDF","Family income derivation indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FINASF","Total family income as stated (weekly)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FINF","Total family income (weekly)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FMCF","Family composition","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FMGF","Grandparent families","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FNOF","Family number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","FRLF","Relationship between families","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","HCFMF","Family household composition (family)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","INGF","Aboriginal and torres strait islander family indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","LFSF","Labour force status of parents/partners in families","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","LGA22D","Local government areas (2022 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","LGAD","Local government areas (2021 boundaries) (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","MBUCD","Meshblock (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","POAD","Postal areas (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","SA1UCD","Sa1 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","SA2UCD","Sa2 (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","SALD","Suburbs and localities (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","SPLF","Location of spouse","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-family-2021","census_2021_family","SSCF","Same-sex couple indicator","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ADCP","Australian defence force service  detailed","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ADDIVP","Australian drainage divisions (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ADFP","Australian defence force service","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AGE10P","Age in ten year groups","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AGE5P","Age in 5-year groups","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AGEP","Age of respondent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ANC1P","Ancestry 1st response","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ANC2P","Ancestry 2nd response","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ANCRP","Ancestry one or two response indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ASSNP","Core activity need for assistance","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AUSTP","Australia (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AUSTU1P","Australia (ur1y)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","AUSTU5P","Australia (ur5y)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","BPFP","Country of birth of mother","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","BPLP","Country of birth of person","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","BPMP","Country of birth of father","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","BPPP","Country of birth of parents","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","C3SP","Attainment of certificate iii or higher or working towards a non-school qualification","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CDPP","Community development program participation","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CEDP","Commonwealth electoral divisions (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CHCAREP","Unpaid child care","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CITP","Australian citizenship","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CLTHP","Count of selected long-term health conditions","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COARASP","Whether has arthritis and asthma","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COARDBP","Whether has arthritis and diabetes","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COARHDP","Whether has arthritis and heart disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COARMHP","Whether has arthritis and mental health condition","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COASHDP","Whether has asthma and heart disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COASLCP","Whether has asthma and lung condition","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COCNHDP","Whether has cancer and heart disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CODBHDP","Whether has diabetes and heart disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CODBKDP","Whether has diabetes and kidney disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COHDKDP","Whether has heart disease and kidney disease","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COHDMHP","Whether has heart disease and mental health condition","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","COLCMHP","Whether has lung condition and mental health condition","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CTGP","Child type (including grandchildren)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","CTPP","Child type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","DOMP","Unpaid domestic work: number of hours","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","DWELLING_ID","Dwelling id variable","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","EETP","Engagement in employment  education and training","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","EMFP","Employment flag","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","EMPCP","Empowered communities (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","EMPP","Number of employees","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ENGLP","Proficiency in spoken english","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","FAMILY_ID","Family id variable","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","FPIP","Parent indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","GCCSAP","Greater capital city statistical areas (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","GNGP","Public/private sector","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HARTP","Whether has arthritis","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HASTP","Whether has asthma","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HCANP","Whether has cancer (including remission)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HDEMP","Whether has dementia (including alzheimer's)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HDIAP","Whether has diabetes (excluding gestational diabetes)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HEAP","Level of highest educational attainment","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HHEDP","Whether has heart disease (including heart attack or angina)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HKIDP","Whether has kidney disease","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HLTHP","Whether has one or more long-term health condition(s)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HLUNP","Whether has lung condition (including copd and emphysema)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HMHCP","Whether has mental health condition (including depression or anxiety)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HOLHP","Whether has other long-term health condition(s)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HRSP","Hours worked","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HRWRP","Hours worked (ranges)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HSCP","Highest year of school completed","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","HSTRP","Whether has had a stroke","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IAREP","Indigenous area (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IFAGEP","Imputation flag for age","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IFMSTP","Imputation flag for registered marital status","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IFPOWP","Imputation flag for place of work","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IFPURP","Imputation flag for place of usual residence","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IFSEXP","Imputation flag for sex","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","ILOCP","Indigenous location (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","INCP","Total personal income (weekly)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","INDP","Industry of employment","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","INGP","Indigenous status","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","IREGP","Indigenous region (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LANP","Language used at home","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LFFP","Labour force participation flag","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LFHRP","Labour force status and hours worked not stated","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LFSP","Labour force status","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LGAP","Local government areas (2021 boundaries) (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LGAP22","Local government areas (2022 boundaries) (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LGAU1P","Local government areas of usual residence one year ago (2021 boundaries)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LGAU5P","Local government areas of usual residence five years ago (2021 boundaries)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","LNGP","Whether reported using an aboriginal and/or torres strait islander language at home","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MBU1P","Meshblock (place of usual residence 1 year ago)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MBU5P","Meshblock (place of usual residence 5 years ago)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MBUCD","Meshblock (en)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MBUCP","Meshblock (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MDCP","Social marital status","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MSTP","Registered marital status","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MTW06P","Method of travel to work (6 travel modes)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MTW15P","Method of travel to work (15 travel modes)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","MTWP","Method of travel to work","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","NRMRP","Natural resource management regions (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","OCCEV1P","Occupation experimental update version 1","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","OCCP","Occupation code","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","OCSKEV1P","Occupation skill level experimental update version 1","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
